search URL:,https://patents.google.com/?country=CN&before=filing:20220104&after=filing:20220104&type=PATENT&sort=new
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-216414582-U,Waterproof high pitch drive loudspeaker ,嘉善凯斯电子股份有限公司,怀治强,2022-01-04,2022-01-04,2022-04-29,2022-04-29,https://patents.google.com/patent/CN216414582U/en,https://patentimages.storage.googleapis.com/35/eb/b9/088882a96eece0/HDA0003454709090000011.png
CN-216634865-U,Cement asphalt stirring is with synchronous unloader and use its mixer ,"中国港湾工程有限责任公司, 常州工学院","赵国民, 封竹青, 王强, 金正源, 戴磊, 李书进, 岳永茂",2022-01-04,2022-01-04,2022-05-31,2022-05-31,https://patents.google.com/patent/CN216634865U/en,https://patentimages.storage.googleapis.com/78/6f/21/8ff05710ca77d0/HDA0003455210430000011.png
CN-217260773-U,Quantitative blanking device ,赣州珐玛珈智能设备有限公司,"姜德伟, 钟庆来, 饶理平, 张蔚亮, 李东福, 何善峰, 李义旺, 范百灵",2022-01-04,2022-01-04,2022-08-23,2022-08-23,https://patents.google.com/patent/CN217260773U/en,https://patentimages.storage.googleapis.com/b9/1b/65/a416876649a4bc/HDA0003454987360000011.png
CN-216734818-U,Many rotor unmanned aerial vehicle recovery unit ,中电华鸿科技有限公司,"王慧龙, 杨彬, 刘培德, 吴亚鹏",2022-01-04,2022-01-04,2022-06-14,2022-06-14,https://patents.google.com/patent/CN216734818U/en,https://patentimages.storage.googleapis.com/d1/2c/13/324813e9e3724f/HDA0003454152530000011.png
CN-216891152-U,Reactor stretching device for inhibiting production of titanium sponge ,新疆湘晟新材料科技有限公司,"肖志海, 肖自江, 陈德明, 张金宝, 周云英, 吴龙",2022-01-04,2022-01-04,2022-07-05,2022-07-05,https://patents.google.com/patent/CN216891152U/en,https://patentimages.storage.googleapis.com/c3/4e/a5/9a7a6fda9c3bf5/220104195028.png
CN-114318539-A,Large-size X-axis or Y-axis magnesium-doped lithium niobate single crystal polarization device and method ,江西匀晶光电技术有限公司,"夏钰坤, 夏宗仁, 夏文英, 张婷",2022-01-04,2022-01-04,2022-04-12,,https://patents.google.com/patent/CN114318539A/en,https://patentimages.storage.googleapis.com/9f/62/17/5ad017af1b1b99/HDA0003455041060000011.png
CN-216720695-U,Coal mine safety power supply device ,山西怀仁峙峰山煤业有限责任公司,"王文靖, 白小飞, 王永, 张俊, 杨耀玮",2022-01-04,2022-01-04,2022-06-10,2022-06-10,https://patents.google.com/patent/CN216720695U/en,https://patentimages.storage.googleapis.com/54/26/cb/a2daadabe090bb/220104164235.png
CN-216728518-U,Cleaning device for hardware manufacturing ,佛山市顺德区金凯银五金制品有限公司,"周伟良, 黄乐, 潘康文",2022-01-04,2022-01-04,2022-06-14,2022-06-14,https://patents.google.com/patent/CN216728518U/en,https://patentimages.storage.googleapis.com/be/d8/5d/74e9a78aeb790e/220104104552.png
CN-114361288-A,High-power silicon carbide-based light-triggered multi-gate semiconductor switch chip ,中国工程物理研究院流体物理研究所,"栾崇彪, 刘宏伟, 袁建强, 王凌云, 谢卫平, 李洪涛, 付佳斌, 何泱, 徐乐",2022-01-04,2022-01-04,2022-04-15,,https://patents.google.com/patent/CN114361288A/en,https://patentimages.storage.googleapis.com/69/54/3f/81da9e9becea64/HDA0003455092380000012.png
CN-216808159-U,Device for producing yellow lead from waste lead ,九江天盛塑料助剂有限公司,"孙克聪, 吴红平, 刘虎",2022-01-04,2022-01-04,2022-06-24,2022-06-24,https://patents.google.com/patent/CN216808159U/en,https://patentimages.storage.googleapis.com/5a/6c/b1/e355c93468a245/HDA0003454605530000011.png
CN-114390517-A,Wi-sun network-based access encryption verification method and device and electronic equipment ,烽火通信科技股份有限公司,"田路, 肖杰, 夏洪升, 骆立伟",2022-01-04,2022-01-04,2022-04-22,,https://patents.google.com/patent/CN114390517A/en,https://patentimages.storage.googleapis.com/1d/9c/8d/fcefeea471c836/HDA0003455497500000011.png
CN-114445884-A,"Method for training multi-target detection model, detection method and related device ",深圳数联天下智能科技有限公司,曾梦萍,2022-01-04,2022-01-04,2022-05-06,,https://patents.google.com/patent/CN114445884A/en,https://patentimages.storage.googleapis.com/8a/7e/65/f283ecd4347f32/HDA0003455576870000011.png
CN-217003620-U,Anti-freezing silicone tube ,江门市燊美实业有限公司,赵雪雅,2022-01-04,2022-01-04,2022-07-19,2022-07-19,https://patents.google.com/patent/CN217003620U/en,https://patentimages.storage.googleapis.com/b1/f7/dd/d5ffefe1935e50/HDA0003454802240000011.png
CN-216671016-U,Electrodynamic type electron tests goods shelves device in electronic commerce teaching ,济南幼儿师范高等专科学校,"马丽, 张靖, 王桂东",2022-01-04,2022-01-04,2022-06-03,2022-06-03,https://patents.google.com/patent/CN216671016U/en,https://patentimages.storage.googleapis.com/64/14/e0/3617057fcf6b35/HDA0003454380040000011.png
CN-114735522-A,Copper-clad foil winding and leading mechanism ,深圳市华晨达机电有限公司,唐建华,2022-01-04,2022-01-04,2022-07-12,,https://patents.google.com/patent/CN114735522A/en,https://patentimages.storage.googleapis.com/bf/ba/49/184a921a72a5b3/HDA0003455638140000011.png
CN-216938500-U,Drilling device for casting parts ,福建大田智创科技有限公司,乐兴城,2022-01-04,2022-01-04,2022-07-12,2022-07-12,https://patents.google.com/patent/CN216938500U/en,https://patentimages.storage.googleapis.com/76/86/a1/d136b6e5f27057/HDA0003454143880000011.png
CN-114314321-A,Saw bit hoist with safety protection function ,山东钢铁股份有限公司,宁占龙,2022-01-04,2022-01-04,2022-04-12,,https://patents.google.com/patent/CN114314321A/en,https://patentimages.storage.googleapis.com/1e/8c/37/48512bc28a2ea1/HDA0003455026770000011.png
CN-114333538-A,Environmental simulation device for psychological education ,淄博职业学院,王可可,2022-01-04,2022-01-04,2022-04-12,,https://patents.google.com/patent/CN114333538A/en,https://patentimages.storage.googleapis.com/4e/12/f6/950b105ac56ec7/HDA0003454646920000011.png
CN-217118773-U,Telescopic electric orthopedic leg for electric wheelchair ,江苏英科医疗制品有限公司,"程磊, 李进",2022-01-04,2022-01-04,2022-08-05,2022-08-05,https://patents.google.com/patent/CN217118773U/en,https://patentimages.storage.googleapis.com/54/9f/2d/9cddfe64a39ed2/220104163127.png
CN-216638652-U,Automatic rope hook that takes off of commodity circulation crane ,开平市晋港装卸搬运有限公司,余肖君,2022-01-04,2022-01-04,2022-05-31,2022-05-31,https://patents.google.com/patent/CN216638652U/en,https://patentimages.storage.googleapis.com/d9/7f/23/fcd693dd4f107f/HDA0003455193910000011.png
CN-114396625-A,Household garbage incineration treatment equipment and treatment process thereof ,承德石油高等专科学校,"郝思琪, 常家维",2022-01-04,2022-01-04,2022-04-26,,https://patents.google.com/patent/CN114396625A/en,https://patentimages.storage.googleapis.com/57/7f/89/c4b093cf002823/HDA0003454727900000011.png
CN-217441794-U,Kitchen air conditioning system ,宁波方太厨具有限公司,"李昂, 朱启惠, 余丙松, 曹亚裙, 郭俊杰, 傅海峰, 江名松, 崔腾飞",2022-01-04,2022-01-04,2022-09-16,2022-09-16,https://patents.google.com/patent/CN217441794U/en,https://patentimages.storage.googleapis.com/c3/59/23/ac695efe663fce/976330DEST_PATH_HDA0003758107490000011.png
CN-217648519-U,Perforating device capable of quickly changing die ,南雄市金叶包装材料有限公司,汪振球,2022-01-04,2022-01-04,2022-10-25,2022-10-25,https://patents.google.com/patent/CN217648519U/en,https://patentimages.storage.googleapis.com/89/68/72/a17c7a35f002e2/HDA0003455141280000011.png
CN-114433565-B,Conveying system for automatic assembly of hydraulic cylinder ,吉林大学重庆研究院,"朱先勇, 宋鹏, 樊跃香",2022-01-04,2022-01-04,2023-01-17,2023-01-17,https://patents.google.com/patent/CN114433565B/en,https://patentimages.storage.googleapis.com/92/0a/a2/15aeee42ed7e73/HDA0003455048890000011.png
CN-114271624-A,Multifunctional folding table and chair ,邵呵呵,"邵呵呵, 王韶轩",2022-01-04,2022-01-04,2022-04-05,,https://patents.google.com/patent/CN114271624A/en,https://patentimages.storage.googleapis.com/d7/6d/d1/42106bbba3d09e/HDA0003454081100000011.png
CN-114314574-A,Riboflavin sodium phosphate-assisted large-size graphene water-phase preparation method ,复旦大学,"卢红斌, 潘绍学, 王乐泉, 胡波",2022-01-04,2022-01-04,2022-04-12,,https://patents.google.com/patent/CN114314574A/en,https://patentimages.storage.googleapis.com/70/d1/1b/2d7b35176a06aa/220104133516.png
CN-114399482-A,Contraband detection method based on weighted bidirectional fusion feature pyramid network ,北京理工大学,"杜慧茜, 王曼, 傅雄军, 袁大森, 谢民",2022-01-04,2022-01-04,2022-04-26,,https://patents.google.com/patent/CN114399482A/en,https://patentimages.storage.googleapis.com/f7/f7/4d/2180b227df11e2/HDA0003454019210000011.png
CN-217566303-U,Bipolar forceps and minimally invasive surgery robot ,常州唯精医疗机器人有限公司,不公告发明人,2022-01-04,2022-01-04,2022-10-14,2022-10-14,https://patents.google.com/patent/CN217566303U/en,https://patentimages.storage.googleapis.com/24/40/0b/0d2b1f1250a329/HDA0003455385170000011.png
CN-114156119-A,Indoor high-voltage vacuum circuit breaker ,浙江银福电器有限公司,朱千忠,2022-01-04,2022-01-04,2022-03-08,,https://patents.google.com/patent/CN114156119A/en,https://patentimages.storage.googleapis.com/1a/0a/83/d33c11a9bd46a2/HDA0003454967100000011.png
CN-217641782-U,Optimized structure for removing clutter in small base station antenna ,深圳市信维通信股份有限公司,"王文斌, 张�雄, 谢建华",2022-01-04,2022-01-04,2022-10-21,2022-10-21,https://patents.google.com/patent/CN217641782U/en,https://patentimages.storage.googleapis.com/b4/49/01/8dc8ed7fecd962/HDA0003454811640000011.png
CN-114263301-A,Environment-friendly building curtain wall connecting piece ,游静,游静,2022-01-04,2022-01-04,2022-04-01,,https://patents.google.com/patent/CN114263301A/en,https://patentimages.storage.googleapis.com/6b/5a/ad/6e0c53921b33e8/HDA0003454572000000011.png
CN-216404774-U,Automatic processing equipment for antistatic clothing fabric ,晋江宏利制衣有限公司,张鸿辉,2022-01-04,2022-01-04,2022-04-29,2022-04-29,https://patents.google.com/patent/CN216404774U/en,https://patentimages.storage.googleapis.com/14/c7/03/f6e279e0e464d9/HDA0003455549240000011.png
CN-217260610-U,Life buoy placing support for ship ,代波,代波,2022-01-04,2022-01-04,2022-08-23,2022-08-23,https://patents.google.com/patent/CN217260610U/en,https://patentimages.storage.googleapis.com/62/bb/f3/c4a4b1ddcd4c17/HDA0003454587520000011.png
CN-216715075-U,"A dustproof construction, suspension and vehicle for bumper shock absorber ",广汽丰田汽车有限公司,"曾勇帅, 龙景涛",2022-01-04,2022-01-04,2022-06-10,2022-06-10,https://patents.google.com/patent/CN216715075U/en,https://patentimages.storage.googleapis.com/e8/36/bf/903d699ef5c9ef/HDA0003455183840000011.png
CN-218692074-U,Novel pine nut cleaning equipment ,哈尔滨金融学院,"仇逊超, 袁建清, 侯利军, 张春越",2022-01-04,2022-01-04,2023-03-24,2023-03-24,https://patents.google.com/patent/CN218692074U/en,https://patentimages.storage.googleapis.com/c8/db/d3/947ce9b7d9d36d/HDA0003454673920000011.png
CN-216600462-U,LNG peak regulation station control system cabinet ,天津市祎航万燃气设备科技有限公司,万飞翔,2022-01-04,2022-01-04,2022-05-24,2022-05-24,https://patents.google.com/patent/CN216600462U/en,https://patentimages.storage.googleapis.com/9f/22/c2/510157e40a7f54/HDA0003454759400000011.png
CN-114220391-A,"Pixel driving circuit, driving method and display device ",格兰菲智能科技有限公司,徐文伟,2022-01-04,2022-01-04,2022-03-22,,https://patents.google.com/patent/CN114220391A/en,https://patentimages.storage.googleapis.com/ac/3a/75/78b91addbdec42/HDA0003454992870000011.png
CN-218360703-U,Quantitative feeding device for manufacturing bags ,广州英子皮具有限公司,陈新权,2022-01-04,2022-01-04,2023-01-24,2023-01-24,https://patents.google.com/patent/CN218360703U/en,https://patentimages.storage.googleapis.com/4a/6f/ce/835619badf4dbd/HDA0003455062590000011.png
CN-217090070-U,Anti-slip fixer for folding chair in meeting room ,广西医科大学第二附属医院(广西医科大学第二临床医学院),"张剑锋, 余桥, 冯基花, 杨艳丽, 韦利乐",2022-01-04,2022-01-04,2022-08-02,2022-08-02,https://patents.google.com/patent/CN217090070U/en,https://patentimages.storage.googleapis.com/01/dc/c4/102e5f0d61f719/HDA0003455590620000011.png
CN-216759427-U,Polishing and hair removing device for pencil holder processing ,浙江松源文具有限公司,"邱益平, 叶子坚",2022-01-04,2022-01-04,2022-06-17,2022-06-17,https://patents.google.com/patent/CN216759427U/en,https://patentimages.storage.googleapis.com/a4/5e/c7/14681688fdee33/HDA0003454543330000011.png
CN-217569101-U,Cover bucket structure for sand making machine ,邛崃立天机械制造有限公司,"唐道武, 唐佳玟, 唐吉辰",2022-01-04,2022-01-04,2022-10-14,2022-10-14,https://patents.google.com/patent/CN217569101U/en,https://patentimages.storage.googleapis.com/bf/a1/88/ce79c5f08f48b9/HDA0003454891140000011.png
CN-114274862-A,Material unloading system of powder and particle material transport vehicle ,一汽解放汽车有限公司,"王鹏程, 李嫚, 宋杰, 张琪, 陈志燕, 刘超",2022-01-04,2022-01-04,2022-04-05,,https://patents.google.com/patent/CN114274862A/en,https://patentimages.storage.googleapis.com/5f/0b/97/da04506d4c62d7/HDA0003454341350000011.png
CN-216721287-U,Filter ,青岛安捷能源科技有限公司,高宽志,2022-01-04,2022-01-04,2022-06-10,2022-06-10,https://patents.google.com/patent/CN216721287U/en,https://patentimages.storage.googleapis.com/86/a5/54/614b58c63dbb6e/HDA0003454595420000011.png
CN-216580632-U,Transfer device for sealed metal cylinder with limiting and pressing structure ,成都市昊成金属包装有限责任公司,"张�林, 卢元喜, 高军",2022-01-04,2022-01-04,2022-05-24,2022-05-24,https://patents.google.com/patent/CN216580632U/en,https://patentimages.storage.googleapis.com/e2/8e/e6/7378bd18c6c1ea/211214162847.png
CN-114335448-A,Nickel-cobalt hydroxide with multilayer nanosheet structure and preparation method and application thereof ,"湖北大学, 湖北江城实验室","万厚钊, 刘钦, 王浩, 吕琳, 王浚英, 马国坤, 张军, 汪汉斌",2022-01-04,2022-01-04,2022-04-12,,https://patents.google.com/patent/CN114335448A/en,https://patentimages.storage.googleapis.com/cb/55/04/4ef7e5e813f775/HDA0003455402620000011.png
CN-217071454-U,Micro-shaft coaxiality adjusting structure ,珠海市运泰利自动化设备有限公司,"翁巨贤, 梁祖荣, 庞凯尹, 宋斌杰",2022-01-04,2022-01-04,2022-07-29,2022-07-29,https://patents.google.com/patent/CN217071454U/en,https://patentimages.storage.googleapis.com/71/25/ba/a5c32e3def015f/2201041408361.png
CN-216572773-U,Solid-liquid mixer for feeding of white mice in medical experiment ,内蒙古自治区中医医院,"张晶, 杨广源, 马曙东, 张雪峰, 赵姝欣, 杨宇",2022-01-04,2022-01-04,2022-05-24,2022-05-24,https://patents.google.com/patent/CN216572773U/en,https://patentimages.storage.googleapis.com/52/7a/d5/feca4823523eda/HDA0003454460370000011.png
CN-217193916-U,Auxiliary chip removal jig of turning and milling composite machine tool ,广东长盈精密技术有限公司,"欧阳文兵, 张继超, 王友, 肖琦",2022-01-04,2022-01-04,2022-08-16,2022-08-16,https://patents.google.com/patent/CN217193916U/en,https://patentimages.storage.googleapis.com/d7/26/d1/d37090c8be4ec3/HDA0003455071380000011.png
CN-217187617-U,Fire-fighting pipeline mounting structure ,湖南宏迅消防安全工程有限公司,罗旭光,2022-01-04,2022-01-04,2022-08-16,2022-08-16,https://patents.google.com/patent/CN217187617U/en,https://patentimages.storage.googleapis.com/0a/bf/ca/0f61f5df750543/HDA0003455506550000011.png
CN-216666561-U,Suck-back pinch valve ,广州正奇科技有限公司,"廖建中, 刘兴波, 张具武",2022-01-04,2022-01-04,2022-06-03,2022-06-03,https://patents.google.com/patent/CN216666561U/en,https://patentimages.storage.googleapis.com/94/ee/27/8a07df23d0ab4d/HDA0003454213070000011.png
CN-114232952-A,A cementation of fissures filling device for vertical veneer face ,叶成,叶成,2022-01-04,2022-01-04,2022-03-25,,https://patents.google.com/patent/CN114232952A/en,https://patentimages.storage.googleapis.com/d3/ca/8d/4c6781535273b2/HDA0003455018040000011.png
CN-217995713-U,Automatic lifting system for mixed materials ,郑州纽路普科技有限公司,"牛欲晓, 牛思源, 王志刚, 刘自振, 郝留军, 王亚兵, 牛得晓",2022-01-04,2022-01-04,2022-12-09,2022-12-09,https://patents.google.com/patent/CN217995713U/en,https://patentimages.storage.googleapis.com/d0/b8/fa/2a88ec88c9b3a6/HDA0003454885230000011.png
CN-217651885-U,Hydraulic engineering uses high-efficient sediment removal device ,榆林卓达远水利科技有限公司,罗成甲,2022-01-04,2022-01-04,2022-10-25,2022-10-25,https://patents.google.com/patent/CN217651885U/en,https://patentimages.storage.googleapis.com/3a/fb/2a/3b68294e4198c4/HDA0003454534620000011.png
CN-114166564-A,Unilateral magnetic force drive self-recovery type low-reaction-force double-body vibrating penetration device ,"沈阳工业大学, 哈尔滨工业大学","孙凤, 茅冒, 徐方超, 薄久旺, 赵海宁, 霍晓文, 张伟伟, 姜生元, 陈化智, 李鹏, 刘雅芳, 杨旭",2022-01-04,2022-01-04,2022-03-11,,https://patents.google.com/patent/CN114166564A/en,https://patentimages.storage.googleapis.com/87/30/8c/c662f13847d26c/220104141402.png
CN-114336095-A,Insulating puncture fastener ,成都汉度科技有限公司,代辉,2022-01-04,2022-01-04,2022-04-12,,https://patents.google.com/patent/CN114336095A/en,https://patentimages.storage.googleapis.com/43/a1/ee/0e586b5147057b/HDA0003455584420000011.png
CN-217104501-U,Paper grade (stock) pulp chest cleaning device ,枣庄市榴园纸业有限公司,许星,2022-01-04,2022-01-04,2022-08-02,2022-08-02,https://patents.google.com/patent/CN217104501U/en,https://patentimages.storage.googleapis.com/0a/23/c2/d657309c22ddbf/HDA0003454736920000011.png
CN-216679277-U,Totally-enclosed automatic cleaner ,肥城天河机械科技有限公司,"邓兆强, 胡杰, 李扬, 张超, 尹逊营",2022-01-04,2022-01-04,2022-06-07,2022-06-07,https://patents.google.com/patent/CN216679277U/en,https://patentimages.storage.googleapis.com/21/e1/47/4183c90da1dc0e/HDA0003454135260000011.png
CN-216393096-U,Three-in-one outdoor jacket ,刘舒羽,刘舒羽,2022-01-04,2022-01-04,2022-04-29,2022-04-29,https://patents.google.com/patent/CN216393096U/en,https://patentimages.storage.googleapis.com/2a/ac/35/9f441fad617f77/HDA0003454771320000011.png
CN-217510472-U,Leak-proof hysteroscope for examination ,湖州市妇幼保健院,王丽,2022-01-04,2022-01-04,2022-09-30,2022-09-30,https://patents.google.com/patent/CN217510472U/en,https://patentimages.storage.googleapis.com/74/0a/8d/e7c82e31c28134/HDA0003454462900000011.png
CN-114416400-A,Application running method and device ,维沃移动通信有限公司,孙一鸣,2022-01-04,2022-01-04,2022-04-29,,https://patents.google.com/patent/CN114416400A/en,https://patentimages.storage.googleapis.com/84/7f/8c/5658daa5ab66b2/HDA0003454963410000011.png
CN-114318005-A,Method for preparing high-grade nickel product by treating low-grade laterite-nickel ore with microwave ,中南大学,"彭志伟, 李光辉, 唐慧敏, 姜涛, 饶明军, 罗骏, 田冉, 俞景峰, 方晓磊, 易凌云, 钟强, 张元波, 郭宇峰, 杨永斌, 李骞",2022-01-04,2022-01-04,2022-04-12,,https://patents.google.com/patent/CN114318005A/en,
CN-216984534-U,Clean drink machine mesochite and desk-top clean drink machine ,佛山市芯耀环保科技有限公司,"刘社军, 刘正",2022-01-04,2022-01-04,2022-07-19,2022-07-19,https://patents.google.com/patent/CN216984534U/en,https://patentimages.storage.googleapis.com/c5/fe/9e/0be1f538e81cbd/HDA0003455523140000011.png
CN-114224315-A,Auxiliary fixing device for craniocerebral magnetic resonance head examination of children ,南阳市第二人民医院,"陈体, 王力, 刘金岭",2022-01-04,2022-01-04,2022-03-25,,https://patents.google.com/patent/CN114224315A/en,https://patentimages.storage.googleapis.com/fd/90/3b/3cf7c9b07aedad/HDA0003454969430000011.png
CN-216783710-U,Vehicle body swing arm assembly and scooter ,纳恩博（常州）科技有限公司,不公告发明人,2022-01-04,2022-01-04,2022-06-21,2022-06-21,https://patents.google.com/patent/CN216783710U/en,https://patentimages.storage.googleapis.com/b6/26/b2/e1a32f37052ab1/HDA0003455174820000011.png
CN-216482660-U,Measuring device for railway track laying ,兰州交通大学,"雷远鹏, 张西亭, 汪诤, 刘一兵, 刘翰林, 王江, 郝峰",2022-01-04,2022-01-04,2022-05-10,2022-05-10,https://patents.google.com/patent/CN216482660U/en,https://patentimages.storage.googleapis.com/88/17/b3/59406eb9b6c90a/HDA0003454857550000011.png
CN-216593078-U,Make things convenient for milling flutes processing of reading to use examines utensil ,武汉恒源龙裕精密机械制造有限公司,"田明桂, 黄维, 林长虎",2022-01-04,2022-01-04,2022-05-24,2022-05-24,https://patents.google.com/patent/CN216593078U/en,https://patentimages.storage.googleapis.com/98/83/1d/910d8165d880d8/HDA0003454878930000011.png
CN-216825573-U,Laboratory purifies uses drying device ,河北天阙科技有限公司,魏斌一,2022-01-04,2022-01-04,2022-06-28,2022-06-28,https://patents.google.com/patent/CN216825573U/en,https://patentimages.storage.googleapis.com/ad/ad/1d/ec02329e430990/HDA0003454020800000011.png
CN-217561583-U,Electric energy meter data acquisition device ,"国网安徽省电力有限公司固镇县供电公司, 北京中电普华信息技术有限公司","王志求, 臧志波, 鲍怀志",2022-01-04,2022-01-04,2022-10-11,2022-10-11,https://patents.google.com/patent/CN217561583U/en,https://patentimages.storage.googleapis.com/a4/5b/39/6ec0856444a9ce/HDA0003454960860000011.png
CN-114372017-A,Enumeration method without influencing normal work of CXP (capacity-definition protocol) equipment ,"中国大恒(集团)有限公司北京图像视觉技术分公司, 北京大恒图像视觉有限公司","于军亮, 宋伟铭, 周中亚, 李润锋, 刘敏, 张强, 杨煦",2022-01-04,2022-01-04,2022-04-19,,https://patents.google.com/patent/CN114372017A/en,https://patentimages.storage.googleapis.com/6e/e5/02/7ad641465693b5/HDA0003455242150000011.png
CN-216729585-U,Spindle box counter-locking self-lifting device for high-speed machining center ,湖南静冈机电有限公司,"高飞, 晏芝明, 晏创新",2022-01-04,2022-01-04,2022-06-14,2022-06-14,https://patents.google.com/patent/CN216729585U/en,https://patentimages.storage.googleapis.com/d8/90/79/89ac81aac4cca8/HDA0003454343130000011.png
CN-216886674-U,A drainage device and rail vehicle for rail vehicle ,中车青岛四方机车车辆股份有限公司,"贾树峰, 魏凌, 杨旭升, 李晋辉, 张宝峰",2022-01-04,2022-01-04,2022-07-05,2022-07-05,https://patents.google.com/patent/CN216886674U/en,https://patentimages.storage.googleapis.com/23/7d/ee/6b353a448f807a/HDA0003455633630000011.png
CN-217719031-U,Reference voltage maintaining circuit of NAND Flash and solid state disk ,深圳佰维存储科技股份有限公司,"孙成思, 孙日欣, 谢志响",2022-01-04,2022-01-04,2022-11-01,2022-11-01,https://patents.google.com/patent/CN217719031U/en,https://patentimages.storage.googleapis.com/fa/39/1e/470c07125fc85a/HDA0003455554590000011.png
CN-114393579-A,Robot control method and device based on self-adaptive fuzzy virtual model ,南京航空航天大学,"眭耀宇, 杨忠, 游雨龙, 许昌亮",2022-01-04,2022-01-04,2022-04-26,,https://patents.google.com/patent/CN114393579A/en,https://patentimages.storage.googleapis.com/f9/73/b7/7075e902cc71c9/HDA0003454393180000011.png
CN-217433367-U,Tailoring is with having trigger of beating of fixed cloth structure of being convenient for ,林婵妹,林婵妹,2022-01-04,2022-01-04,2022-09-16,2022-09-16,https://patents.google.com/patent/CN217433367U/en,https://patentimages.storage.googleapis.com/cf/4c/72/da1d713bdede3b/HDA0003455575190000011.png
CN-217442279-U,Optical glass melting furnace ,四川省洪雅维国光学有限公司,"黎明, 何明祥, 牟建国",2022-01-04,2022-01-04,2022-09-16,2022-09-16,https://patents.google.com/patent/CN217442279U/en,https://patentimages.storage.googleapis.com/e3/1d/e6/b36f030f2ccc6a/HDA0003454482780000011.png
CN-216851913-U,Solid-state power amplifier assembly with drain electrode modulation function ,南京长峰航天电子科技有限公司,"周峰, 户国梁, 陈立松",2022-01-04,2022-01-04,2022-06-28,2022-06-28,https://patents.google.com/patent/CN216851913U/en,https://patentimages.storage.googleapis.com/6b/bb/ff/b326ba373a71c7/DEST_PATH_HDA0003619514210000011.png
CN-216519929-U,Low loss real-time monitoring system of valve packing box ,保一集团有限公司,"丁远茂, 张晓东, 张晓忠, 吕东, 韩品",2022-01-04,2022-01-04,2022-05-13,2022-05-13,https://patents.google.com/patent/CN216519929U/en,https://patentimages.storage.googleapis.com/67/75/48/0c48806ce6a054/HDA0003454917020000011.png
CN-216773756-U,Motor commutator has joint Assembly of supplementary plug structure ,深圳市大成通用科技有限公司,苏晓坤,2022-01-04,2022-01-04,2022-06-17,2022-06-17,https://patents.google.com/patent/CN216773756U/en,https://patentimages.storage.googleapis.com/7c/31/4c/67b92de853c063/HDA0003454439990000011.png
CN-217306308-U,Winding machine ,深圳市普盛旺科技有限公司,"李忠华, 麦荣建, 李海中, 王立军",2022-01-04,2022-01-04,2022-08-26,2022-08-26,https://patents.google.com/patent/CN217306308U/en,https://patentimages.storage.googleapis.com/a4/60/e4/df3a67937fa2bb/HDA0003455146360000011.png
CN-216534332-U,Suspension device for partition curtain ,利辛县安隆纺织品有限公司,王宁宁,2022-01-04,2022-01-04,2022-05-17,2022-05-17,https://patents.google.com/patent/CN216534332U/en,https://patentimages.storage.googleapis.com/fe/07/8c/db652e9f700a10/HDA0003454192120000011.png
CN-114350386-A,Coke oven cover in-place detection method ,南京智宝节能环保科技有限公司,"武良辰, 罗小华, 罗家飞, 周邓宁",2022-01-04,2022-01-04,2022-04-15,,https://patents.google.com/patent/CN114350386A/en,https://patentimages.storage.googleapis.com/d9/0f/51/de0c98fbfb7811/HDA0003454879190000011.png
CN-216677350-U,Inorganic wastewater treatment device convenient to recycle ,深圳市沃藤环保科技有限公司,"汤慧艳, 王笃才",2022-01-04,2022-01-04,2022-06-07,2022-06-07,https://patents.google.com/patent/CN216677350U/en,https://patentimages.storage.googleapis.com/01/39/8e/df42a324a1212d/HDA0003454854150000011.png
CN-216893478-U,Early-dismantling supporting piece for aluminum template ,天津隆鑫椽模架科技有限公司,李永存,2022-01-04,2022-01-04,2022-07-05,2022-07-05,https://patents.google.com/patent/CN216893478U/en,https://patentimages.storage.googleapis.com/59/b5/4a/8a4b349c406dfe/HDA0003455644170000011.png
CN-217339402-U,A collection bag for preserving cord blood stem cell ,同立翔宇(天津)生物科技有限公司,"刘志鹏, 李妍",2022-01-04,2022-01-04,2022-09-02,2022-09-02,https://patents.google.com/patent/CN217339402U/en,https://patentimages.storage.googleapis.com/d7/1a/9c/8b5ce1ba0a9ee4/HDA0003454227920000011.png
CN-114273006-B,Crushing and screening device for traffic engineering road and bridge construction ,烟台市政建设集团有限公司,王化良,2022-01-04,2022-01-04,2022-12-23,2022-12-23,https://patents.google.com/patent/CN114273006B/en,https://patentimages.storage.googleapis.com/6c/70/f6/18e960480c949c/220104091730.png
CN-114232927-A,External wall heat-insulation decorative plate and preparation method thereof ,江苏特伟尔斯新材料有限公司,"杨孝光, 邱维亮, 刘露",2022-01-04,2022-01-04,2022-03-25,,https://patents.google.com/patent/CN114232927A/en,
CN-216772805-U,Multi-angle noise reduction structure of electric control valve controller of automobile exhaust pipe ,宁海县博宇翔鹰汽车部件有限公司,"赵方明, 吴仁安",2022-01-04,2022-01-04,2022-06-17,2022-06-17,https://patents.google.com/patent/CN216772805U/en,https://patentimages.storage.googleapis.com/b9/58/fe/04f80e1ef8eb52/HDA0003455278520000011.png
